make,model,year,mileage,engine_size,transmission,fuel_type,terrain_type,avg_road_quality,days_since_service,driving_style,service_needed
Tata,Tiago,2000,106482,1.5,Manual,Diesel,Highway,1,411,smooth,1
Suzuki,Wagon R,2019,170348,1.1,Automatic,Diesel,Highway,3,8,normal,0
Mahindra,XUV300,2005,14204,1.9,Manual,Petrol,Hills,2,573,normal,1
Toyota,Yaris,2004,135602,0.9,Automatic,Petrol,Urban,3,317,rough,1
Suzuki,Wagon R,2010,43295,1.3,Manual,Diesel,Urban,1,15,normal,0
Kia,Sonet,2006,85121,2.0,Manual,Diesel,Urban,1,599,smooth,1
Kia,Sonet,2000,141442,1.0,Automatic,Petrol,Urban,5,311,rough,1
Kia,Seltos,2013,55692,0.9,Manual,Diesel,Highway,3,570,smooth,1
Hyundai,Creta,2023,142895,1.4,Manual,Petrol,Highway,3,573,smooth,0
Hyundai,i20,2005,92841,1.2,Manual,Petrol,Hills,2,14,rough,1
Toyota,Yaris,2001,186575,1.1,Manual,Petrol,Urban,5,303,smooth,0
Kia,Seltos,2012,71712,1.4,Manual,Petrol,Urban,4,246,smooth,0
Tata,Altroz,2005,4229,1.5,Manual,Diesel,Highway,4,339,normal,1
Suzuki,Swift,2020,85372,1.4,Automatic,Diesel,Highway,2,149,normal,0
Tata,Tiago,1998,152387,1.7,Manual,Diesel,Highway,2,235,normal,1
Kia,Seltos,2016,62823,2.1,Automatic,Diesel,Hills,4,322,smooth,1
Kia,Seltos,2002,184859,1.1,Automatic,Diesel,Highway,1,299,smooth,1
Kia,Seltos,2020,45541,1.5,Automatic,Petrol,Urban,1,195,rough,1
Kia,Seltos,2010,104395,1.4,Automatic,Petrol,Highway,1,425,smooth,1
Toyota,Yaris,2002,110019,0.9,Manual,Diesel,Urban,4,27,rough,1
Suzuki,Alto,2017,35853,0.9,Manual,Diesel,Highway,2,4,rough,0
Kia,Sonet,2011,190888,1.4,Manual,Diesel,Hills,3,1,rough,1
Tata,Tiago,2022,117200,1.6,Manual,Petrol,Hills,5,423,smooth,1
Tata,Tiago,2001,193660,1.7,Automatic,Petrol,Highway,2,106,normal,0
Toyota,Yaris,2014,113716,1.6,Manual,Diesel,Hills,4,350,smooth,1
Tata,Nexon,2006,126107,1.6,Manual,Diesel,Urban,1,463,smooth,1
Toyota,Yaris,2017,174253,1.3,Manual,Diesel,Highway,1,542,smooth,1
Tata,Altroz,2015,103584,2.3,Manual,Diesel,Urban,3,443,rough,1
Hyundai,i10,2017,47758,1.6,Automatic,Petrol,Hills,1,318,normal,1
Toyota,Hilux,2019,9577,2.2,Automatic,Petrol,Urban,1,398,normal,1
Hyundai,i20,2013,119386,1.8,Automatic,Petrol,Highway,3,571,normal,0
Toyota,Hilux,1999,136025,2.4,Manual,Diesel,Highway,1,221,smooth,1
Mahindra,Scorpio,2020,79981,1.3,Manual,Petrol,Highway,4,87,smooth,0
Tata,Altroz,2006,76490,2.0,Manual,Diesel,Urban,2,406,smooth,1
Mahindra,XUV300,2022,187681,1.4,Manual,Petrol,Hills,2,547,normal,1
Mahindra,Bolero,2008,73779,2.3,Manual,Diesel,Hills,3,214,normal,1
Hyundai,Creta,2019,64666,1.3,Manual,Diesel,Highway,5,436,smooth,0
Tata,Altroz,2009,41009,1.8,Automatic,Petrol,Urban,3,578,smooth,1
Suzuki,Alto,1999,172509,1.2,Automatic,Petrol,Urban,1,167,smooth,0
Hyundai,Creta,1998,177008,1.8,Manual,Petrol,Urban,2,300,smooth,1
Toyota,Yaris,2022,49972,1.4,Manual,Petrol,Highway,2,12,rough,0
Hyundai,Venue,2011,8838,1.8,Automatic,Petrol,Highway,1,356,rough,1
Mahindra,XUV300,2009,145585,1.3,Automatic,Petrol,Highway,4,165,normal,0
Toyota,Yaris,2001,188806,1.3,Automatic,Petrol,Urban,2,104,rough,0
Tata,Altroz,2001,155889,2.2,Automatic,Diesel,Highway,3,597,normal,1
Kia,Sportage,2017,136631,1.5,Manual,Diesel,Hills,3,541,normal,1
Kia,Seltos,2002,59898,1.2,Manual,Diesel,Highway,1,62,smooth,0
Mahindra,Scorpio,2020,55434,0.9,Automatic,Petrol,Urban,5,128,rough,0
Tata,Altroz,2016,171292,1.2,Manual,Petrol,Urban,1,117,rough,1
Hyundai,Creta,2019,59813,0.9,Manual,Petrol,Urban,3,224,rough,1
Tata,Altroz,2000,150681,1.8,Automatic,Diesel,Urban,3,107,normal,1
Hyundai,i20,2009,30068,1.8,Manual,Diesel,Hills,1,266,normal,1
Kia,Sonet,2010,24407,0.8,Manual,Diesel,Urban,2,594,rough,1
Toyota,Hilux,2001,14637,2.1,Manual,Petrol,Highway,1,347,normal,1
Mahindra,Bolero,2014,66594,1.7,Automatic,Diesel,Hills,5,184,smooth,1
Kia,Sportage,2016,77577,2.0,Manual,Diesel,Highway,2,271,rough,1
Suzuki,Alto,2019,30258,1.5,Automatic,Petrol,Highway,3,368,rough,1
Mahindra,XUV300,2006,36748,2.1,Automatic,Petrol,Highway,1,280,normal,1
Tata,Altroz,1998,110294,1.4,Manual,Petrol,Urban,3,238,smooth,1
Mahindra,XUV300,2009,63120,2.4,Manual,Diesel,Highway,5,399,rough,1
Mahindra,XUV300,2003,165394,1.5,Manual,Diesel,Urban,5,130,rough,0
Kia,Sportage,2023,180376,2.0,Automatic,Diesel,Hills,4,124,normal,0
Suzuki,Swift,2017,129379,1.3,Manual,Diesel,Hills,4,327,rough,1
Suzuki,Baleno,2009,90158,1.7,Automatic,Diesel,Urban,2,351,smooth,1
Tata,Tiago,2010,187956,1.1,Manual,Petrol,Urban,2,180,smooth,0
Hyundai,i20,2016,7876,2.0,Automatic,Diesel,Urban,5,428,normal,0
Tata,Nexon,2007,129225,2.0,Automatic,Petrol,Urban,4,299,normal,0
Suzuki,Swift,2001,185247,2.4,Manual,Petrol,Hills,2,382,smooth,1
Hyundai,i10,2016,131946,2.0,Automatic,Diesel,Urban,1,128,smooth,0
Suzuki,Baleno,2019,119440,2.2,Manual,Diesel,Highway,3,236,smooth,0
Tata,Nexon,2003,18089,2.3,Manual,Petrol,Hills,1,222,smooth,1
Suzuki,Swift,2000,6830,2.0,Manual,Petrol,Highway,1,398,normal,1
Toyota,Hilux,2002,164749,1.9,Automatic,Petrol,Hills,4,550,normal,1
Hyundai,i10,2000,115566,1.0,Manual,Diesel,Urban,3,93,smooth,0
Hyundai,i20,2003,144828,1.6,Manual,Diesel,Urban,5,498,rough,1
Hyundai,i10,2016,151120,1.4,Automatic,Petrol,Hills,5,191,normal,1
Kia,Seltos,2006,18171,1.4,Manual,Petrol,Urban,3,6,normal,0
Toyota,Corolla,2021,94251,1.4,Manual,Petrol,Highway,1,22,smooth,0
Toyota,Yaris,2000,154996,2.0,Automatic,Petrol,Highway,5,432,normal,0
Suzuki,Alto,2022,35815,1.5,Manual,Diesel,Hills,5,262,smooth,1
Mahindra,XUV300,2000,116694,2.1,Manual,Petrol,Highway,3,188,rough,1
Toyota,Corolla,2009,102332,1.6,Automatic,Diesel,Urban,1,393,rough,1
Hyundai,i10,2004,155259,1.9,Automatic,Diesel,Highway,3,391,normal,1
Kia,Seltos,2005,73244,1.6,Automatic,Petrol,Urban,4,385,normal,0
Hyundai,i10,2021,158826,0.9,Automatic,Diesel,Highway,4,182,smooth,0
Suzuki,Alto,2023,7453,1.2,Automatic,Diesel,Hills,2,537,normal,1
Kia,Sportage,2011,138249,0.9,Automatic,Diesel,Urban,3,506,normal,1
Kia,Sonet,2023,130005,1.8,Automatic,Petrol,Hills,5,172,normal,0
Tata,Nexon,2003,187405,1.9,Manual,Petrol,Urban,2,250,smooth,1
Mahindra,Bolero,2016,28258,1.7,Manual,Diesel,Urban,5,112,smooth,0
Kia,Sonet,1999,78145,2.0,Manual,Petrol,Urban,4,464,rough,1
Kia,Sportage,2016,150340,2.1,Manual,Diesel,Hills,5,162,rough,1
Tata,Altroz,2001,167134,1.5,Manual,Petrol,Highway,5,561,rough,1
Toyota,Hilux,2018,144613,2.3,Manual,Diesel,Hills,5,260,smooth,1
Suzuki,Baleno,2000,12033,2.4,Manual,Diesel,Urban,1,488,rough,1
Tata,Nexon,2005,5931,1.5,Manual,Diesel,Urban,4,445,normal,1
Hyundai,i20,2013,161393,1.7,Manual,Diesel,Highway,5,441,normal,1
Suzuki,Swift,2000,17989,1.2,Manual,Diesel,Highway,4,222,normal,1
Mahindra,Scorpio,2007,196197,2.0,Manual,Petrol,Hills,1,118,rough,1
Toyota,Hilux,2016,51203,1.3,Automatic,Diesel,Highway,5,257,normal,1
Mahindra,XUV300,2017,156206,2.0,Automatic,Diesel,Highway,5,254,smooth,0
Mahindra,XUV300,2005,177758,2.0,Manual,Diesel,Urban,3,34,normal,0
Toyota,Hilux,2010,28177,1.8,Manual,Diesel,Hills,3,67,smooth,0
Mahindra,Bolero,2000,175142,1.5,Automatic,Diesel,Hills,2,42,normal,1
Hyundai,Creta,2008,55940,1.3,Automatic,Diesel,Urban,5,563,normal,1
Hyundai,i20,2016,138186,1.9,Automatic,Diesel,Urban,1,218,rough,1
Toyota,Yaris,2011,24245,2.4,Manual,Diesel,Urban,3,343,smooth,1
Kia,Seltos,2017,96254,1.3,Manual,Petrol,Urban,3,20,smooth,0
Mahindra,Scorpio,1998,10787,2.1,Manual,Petrol,Highway,2,81,rough,1
Kia,Seltos,2022,134406,1.6,Manual,Petrol,Urban,2,593,normal,1
Tata,Altroz,2012,60110,1.1,Manual,Diesel,Hills,3,86,normal,1
Hyundai,Venue,2000,137866,2.1,Automatic,Diesel,Urban,1,586,smooth,1
Toyota,Corolla,2015,8051,0.9,Automatic,Diesel,Hills,4,259,rough,1
Hyundai,i10,2022,120959,1.4,Manual,Petrol,Hills,5,351,normal,1
Hyundai,Creta,2009,34074,1.4,Manual,Petrol,Highway,4,90,rough,0
Hyundai,i20,2009,95543,1.4,Manual,Petrol,Highway,2,310,rough,1
Kia,Seltos,1998,155908,0.9,Manual,Diesel,Highway,4,482,smooth,1
Kia,Seltos,2013,68995,1.2,Automatic,Diesel,Urban,5,113,smooth,0
Mahindra,XUV300,2005,138787,1.4,Automatic,Diesel,Urban,5,386,rough,1
Mahindra,Scorpio,2013,41665,1.7,Automatic,Petrol,Highway,2,482,rough,1
Toyota,Yaris,2022,133753,2.4,Automatic,Diesel,Hills,1,515,rough,1
Suzuki,Wagon R,2023,91604,2.3,Manual,Petrol,Urban,5,342,smooth,0
Suzuki,Wagon R,2016,60000,1.6,Manual,Diesel,Hills,4,526,rough,1
Mahindra,Scorpio,2011,60245,1.7,Manual,Diesel,Highway,5,494,normal,1
Hyundai,Venue,2008,95154,1.0,Manual,Petrol,Urban,2,55,smooth,0
Mahindra,Scorpio,2019,83212,1.1,Automatic,Petrol,Highway,1,107,rough,0
Toyota,Yaris,2003,49976,1.6,Automatic,Petrol,Urban,5,549,smooth,0
Tata,Nexon,2014,50276,1.4,Manual,Petrol,Urban,2,193,rough,1
Suzuki,Baleno,2008,160137,2.1,Automatic,Diesel,Urban,2,477,smooth,1
Kia,Seltos,2004,71116,0.9,Automatic,Diesel,Urban,2,548,normal,1
Toyota,Hilux,2011,101524,1.5,Automatic,Diesel,Highway,5,80,rough,0
Hyundai,Venue,2013,175256,0.9,Automatic,Diesel,Urban,4,223,smooth,1
Kia,Sonet,2018,128570,2.0,Automatic,Diesel,Urban,1,580,normal,1
Suzuki,Swift,2012,93480,2.0,Manual,Diesel,Urban,3,231,smooth,1
Kia,Sonet,2015,151453,1.6,Manual,Petrol,Urban,4,174,rough,0
Kia,Sportage,2007,8910,2.0,Automatic,Diesel,Hills,1,88,normal,1
Suzuki,Alto,2019,117293,1.5,Manual,Diesel,Highway,2,228,rough,1
Hyundai,Venue,2008,98765,2.2,Manual,Petrol,Highway,1,372,rough,1
Kia,Sportage,2018,45809,1.6,Automatic,Petrol,Highway,4,183,smooth,0
Hyundai,Venue,2015,35857,1.7,Manual,Diesel,Urban,1,73,rough,0
Tata,Altroz,2010,56262,2.1,Manual,Petrol,Highway,4,433,normal,0
Tata,Nexon,2021,184442,1.1,Automatic,Petrol,Urban,5,204,smooth,0
Mahindra,Bolero,2017,143938,1.5,Automatic,Diesel,Hills,1,385,smooth,1
Mahindra,Scorpio,2017,122744,1.8,Manual,Petrol,Highway,4,319,rough,1
Hyundai,Venue,2002,134164,2.2,Manual,Diesel,Hills,3,388,rough,1
Tata,Nexon,2000,170704,1.5,Automatic,Diesel,Hills,1,377,normal,1
Hyundai,i10,2004,113452,1.8,Automatic,Petrol,Hills,2,491,smooth,1
Tata,Nexon,1999,120819,2.3,Automatic,Petrol,Highway,2,118,rough,1
Toyota,Corolla,2004,60314,1.3,Manual,Petrol,Highway,5,96,normal,0
Toyota,Hilux,2012,141123,1.5,Manual,Petrol,Urban,4,545,smooth,1
Hyundai,i20,2020,152500,1.3,Automatic,Diesel,Highway,4,32,smooth,0
Mahindra,Bolero,2000,126267,1.1,Automatic,Diesel,Urban,1,455,rough,1
Hyundai,i10,2015,43079,1.8,Automatic,Petrol,Urban,3,223,smooth,0
Kia,Sportage,2022,99411,1.0,Manual,Petrol,Hills,4,8,rough,0
Suzuki,Alto,2005,33898,1.1,Manual,Petrol,Hills,5,372,normal,1
Toyota,Hilux,2001,156241,1.2,Automatic,Diesel,Urban,4,450,rough,1
Kia,Sportage,2001,77501,2.3,Manual,Petrol,Hills,2,369,rough,1
Suzuki,Alto,2018,140045,2.4,Manual,Petrol,Highway,2,570,smooth,1
Suzuki,Baleno,2003,105776,1.1,Manual,Diesel,Highway,2,99,normal,0
Toyota,Hilux,2011,100729,1.2,Manual,Petrol,Highway,4,117,rough,0
Hyundai,i10,2002,172202,1.6,Automatic,Petrol,Hills,5,212,normal,1
Hyundai,i20,1999,112242,1.3,Automatic,Petrol,Highway,3,18,normal,0
Toyota,Corolla,2005,187990,0.9,Automatic,Diesel,Urban,1,549,rough,1
Toyota,Corolla,2004,155948,2.0,Automatic,Diesel,Hills,3,254,normal,1
Mahindra,Bolero,2007,45311,1.0,Automatic,Diesel,Highway,3,208,rough,1
Mahindra,Bolero,2008,32327,0.9,Automatic,Petrol,Hills,2,505,normal,1
Toyota,Corolla,2017,107755,1.8,Automatic,Petrol,Hills,3,94,rough,0
Toyota,Hilux,2007,62270,0.8,Automatic,Diesel,Hills,4,220,smooth,1
Hyundai,i20,2006,32898,2.4,Automatic,Diesel,Highway,1,204,rough,1
Suzuki,Baleno,1998,148484,1.5,Automatic,Petrol,Urban,2,454,normal,1
Tata,Tiago,2019,81580,1.1,Manual,Diesel,Hills,4,140,normal,0
Toyota,Hilux,1998,48503,1.6,Manual,Diesel,Urban,2,235,rough,1
Hyundai,Venue,2008,177536,1.2,Automatic,Petrol,Hills,5,66,rough,0
Tata,Tiago,2013,5752,2.0,Automatic,Diesel,Hills,3,437,smooth,1
Kia,Sportage,2016,59997,1.1,Manual,Diesel,Highway,2,520,normal,1
Toyota,Hilux,2020,124907,1.2,Automatic,Diesel,Urban,1,338,smooth,1
Mahindra,XUV300,2005,183597,1.7,Manual,Diesel,Highway,3,237,normal,1
Hyundai,i10,2015,142384,1.3,Automatic,Diesel,Urban,5,569,smooth,0
Suzuki,Alto,2008,8623,1.6,Manual,Diesel,Hills,3,548,normal,1
Tata,Altroz,2008,49905,0.8,Manual,Diesel,Urban,5,465,rough,1
Hyundai,i10,2023,37985,1.2,Manual,Diesel,Urban,3,22,normal,0
Suzuki,Alto,2012,3650,1.7,Manual,Petrol,Highway,2,126,rough,0
Kia,Sonet,2011,128560,2.3,Manual,Diesel,Hills,2,178,rough,1
Kia,Seltos,2002,198082,1.3,Manual,Petrol,Highway,5,313,normal,0
Hyundai,Creta,2016,110679,1.3,Manual,Diesel,Hills,4,168,rough,1
Kia,Sonet,2000,147532,1.7,Automatic,Diesel,Highway,1,226,normal,1
Mahindra,Scorpio,2015,178729,2.1,Automatic,Petrol,Hills,1,9,smooth,0
Tata,Altroz,2022,15413,2.4,Automatic,Diesel,Highway,1,500,rough,1
Tata,Nexon,2010,79844,0.9,Automatic,Diesel,Highway,3,496,normal,1
Hyundai,Venue,2017,28282,1.8,Automatic,Petrol,Urban,3,120,smooth,0
Hyundai,i10,2022,152464,2.1,Manual,Diesel,Urban,3,95,normal,0
Kia,Sonet,2001,70454,2.2,Automatic,Diesel,Urban,3,239,smooth,1
Mahindra,XUV300,2013,156666,1.8,Manual,Diesel,Urban,1,391,normal,1
Mahindra,Bolero,2004,29974,2.4,Automatic,Diesel,Highway,1,170,rough,1
Tata,Tiago,2001,12347,2.1,Automatic,Diesel,Urban,2,304,rough,1
Kia,Sportage,2003,152832,1.3,Automatic,Diesel,Highway,2,68,rough,1
Tata,Nexon,2015,77266,1.9,Manual,Petrol,Highway,3,485,normal,0
Suzuki,Wagon R,2021,21580,1.0,Automatic,Petrol,Hills,2,91,normal,0
Toyota,Corolla,2013,138747,2.1,Manual,Diesel,Urban,4,85,rough,0
Tata,Altroz,2000,92450,0.9,Manual,Diesel,Hills,3,27,smooth,0
Tata,Nexon,2022,33185,2.0,Manual,Diesel,Urban,2,344,smooth,1
Tata,Altroz,2004,5078,0.9,Manual,Diesel,Urban,2,226,normal,1
Hyundai,Venue,2003,146409,2.3,Automatic,Petrol,Hills,5,287,smooth,1
Hyundai,Creta,2000,49845,2.2,Manual,Petrol,Hills,3,5,smooth,0
Tata,Tiago,2022,167251,1.5,Manual,Diesel,Urban,4,398,smooth,0
Mahindra,Bolero,2023,81014,0.9,Manual,Diesel,Urban,4,579,normal,1
Mahindra,Bolero,2013,145769,2.0,Automatic,Petrol,Highway,5,441,rough,1
Hyundai,i20,2019,24259,0.9,Manual,Diesel,Hills,1,6,normal,0
Toyota,Hilux,2011,170090,1.2,Automatic,Petrol,Highway,3,227,normal,1
Mahindra,Bolero,2009,80969,1.4,Manual,Petrol,Hills,1,286,rough,1
Hyundai,Venue,2021,43610,2.3,Manual,Diesel,Urban,2,239,normal,1
Kia,Seltos,2017,109827,1.1,Manual,Diesel,Highway,2,555,normal,1
Kia,Sportage,2000,128803,1.8,Automatic,Diesel,Urban,1,287,normal,1
Tata,Altroz,2009,185118,2.2,Automatic,Diesel,Urban,4,204,rough,1
Hyundai,i10,2010,141049,2.4,Manual,Diesel,Urban,1,38,rough,1
Tata,Tiago,2010,32431,2.2,Automatic,Diesel,Urban,2,208,rough,1
Suzuki,Baleno,2019,41916,1.5,Automatic,Petrol,Urban,3,138,normal,0
Tata,Altroz,2014,145930,2.1,Manual,Diesel,Hills,5,575,rough,1
Tata,Tiago,2005,31147,0.9,Automatic,Diesel,Hills,2,294,smooth,1
Toyota,Hilux,1999,135432,1.7,Automatic,Diesel,Hills,3,124,smooth,0
Mahindra,Bolero,2011,112982,1.1,Manual,Petrol,Hills,4,589,rough,1
Toyota,Yaris,2012,21061,1.3,Manual,Diesel,Urban,5,565,rough,1
Hyundai,Creta,2010,26931,1.7,Automatic,Diesel,Highway,5,148,smooth,0
Mahindra,XUV300,2020,103029,2.4,Automatic,Petrol,Urban,2,48,smooth,0
Mahindra,Scorpio,1998,68027,2.0,Manual,Diesel,Highway,4,363,rough,1
Tata,Altroz,2022,149873,1.8,Manual,Petrol,Urban,2,311,rough,1
Tata,Nexon,2017,24068,1.4,Automatic,Diesel,Highway,1,342,rough,1
Mahindra,Scorpio,2007,94762,0.9,Manual,Petrol,Hills,5,500,rough,1
Hyundai,i10,2009,107445,1.7,Manual,Diesel,Hills,4,320,normal,1
Hyundai,i10,1999,148343,0.9,Automatic,Diesel,Hills,2,342,normal,1
Suzuki,Baleno,2011,76635,1.2,Manual,Petrol,Highway,4,499,normal,0
Mahindra,XUV300,2002,154836,2.0,Manual,Petrol,Hills,3,213,rough,1
Toyota,Corolla,2014,19583,0.9,Automatic,Diesel,Highway,2,421,smooth,1
Hyundai,Creta,2002,103156,2.0,Manual,Diesel,Highway,2,387,smooth,1
Tata,Nexon,2001,130652,1.5,Automatic,Diesel,Highway,3,212,smooth,1
Kia,Sonet,2013,77285,1.4,Manual,Diesel,Highway,3,501,smooth,1
Hyundai,i20,2021,120379,1.5,Automatic,Diesel,Highway,1,474,normal,1
Tata,Tiago,2005,177683,1.7,Manual,Diesel,Hills,1,585,smooth,1
Kia,Seltos,2021,53091,2.0,Manual,Diesel,Urban,3,55,normal,0
Mahindra,XUV300,2000,106293,0.9,Automatic,Petrol,Hills,3,37,smooth,0
Kia,Sportage,2018,142494,2.1,Manual,Petrol,Hills,5,256,smooth,1
Toyota,Corolla,2015,23688,1.9,Manual,Diesel,Urban,5,393,normal,0
Tata,Tiago,2017,13960,1.2,Manual,Petrol,Urban,4,214,rough,1
Kia,Seltos,2015,37833,1.5,Manual,Diesel,Highway,3,29,smooth,0
Tata,Nexon,2006,68658,2.0,Automatic,Petrol,Hills,3,227,rough,1
Toyota,Corolla,2015,135062,2.4,Manual,Diesel,Urban,5,38,rough,0
Kia,Seltos,2022,32097,1.9,Automatic,Diesel,Urban,5,156,rough,0
Kia,Sonet,2005,87744,1.7,Automatic,Petrol,Urban,3,455,rough,1
Toyota,Corolla,2012,153859,1.0,Automatic,Petrol,Highway,3,151,normal,0
Kia,Sportage,2004,137279,2.1,Manual,Petrol,Highway,2,6,rough,0
Hyundai,i10,2012,112582,2.4,Automatic,Petrol,Urban,1,215,normal,1
Hyundai,i20,2019,119170,2.1,Manual,Petrol,Urban,3,241,rough,1
Toyota,Corolla,2014,135784,1.7,Automatic,Diesel,Urban,3,310,normal,0
Kia,Sportage,2012,186551,1.3,Automatic,Diesel,Highway,1,39,normal,0
Toyota,Yaris,2023,147833,1.8,Automatic,Diesel,Urban,1,518,normal,1
Tata,Altroz,2006,86889,2.0,Manual,Petrol,Highway,1,427,rough,1
Suzuki,Alto,2001,94568,1.1,Manual,Diesel,Hills,3,349,normal,1
Hyundai,i10,1998,146026,1.0,Manual,Petrol,Highway,3,182,smooth,0
Mahindra,Scorpio,2022,137883,2.1,Manual,Diesel,Highway,3,199,normal,0
Toyota,Hilux,2017,175544,1.0,Automatic,Petrol,Hills,5,377,normal,1
Toyota,Yaris,2018,169373,2.1,Automatic,Petrol,Urban,2,593,normal,1
Tata,Nexon,2017,61171,1.1,Manual,Diesel,Urban,3,251,smooth,1
Mahindra,Bolero,2010,12504,0.8,Manual,Petrol,Highway,4,271,smooth,0
Toyota,Hilux,2012,4049,0.9,Automatic,Petrol,Highway,2,230,normal,1
Kia,Seltos,2004,15061,1.2,Automatic,Diesel,Highway,2,376,normal,1
Hyundai,Creta,2017,119622,1.2,Manual,Diesel,Highway,2,498,smooth,1
Mahindra,XUV300,2011,194063,2.2,Automatic,Diesel,Highway,2,309,normal,1
Toyota,Yaris,2003,132228,2.1,Automatic,Petrol,Hills,3,117,smooth,0
Toyota,Corolla,2022,89030,2.3,Manual,Petrol,Hills,3,336,rough,1
Toyota,Corolla,2017,151145,2.2,Automatic,Petrol,Urban,5,510,rough,1
Suzuki,Alto,2014,35887,2.2,Automatic,Diesel,Highway,1,63,smooth,0
Toyota,Hilux,2009,30428,1.7,Manual,Petrol,Highway,2,539,rough,1
Hyundai,Creta,2019,80512,2.4,Manual,Petrol,Hills,4,86,smooth,0
Tata,Tiago,2020,148206,2.2,Manual,Diesel,Highway,4,455,normal,0
Kia,Sportage,2015,11867,1.0,Automatic,Diesel,Urban,4,575,smooth,0
Suzuki,Alto,2016,182275,2.4,Automatic,Petrol,Highway,2,55,normal,0
Mahindra,XUV300,2005,124696,1.8,Automatic,Petrol,Highway,2,566,smooth,1
Hyundai,Creta,2017,98003,2.1,Manual,Petrol,Highway,3,349,normal,0
Toyota,Hilux,2022,42348,2.3,Manual,Diesel,Urban,2,58,rough,0
Toyota,Yaris,2021,94045,1.0,Manual,Diesel,Hills,4,562,smooth,1
Mahindra,Bolero,2004,26830,1.4,Manual,Petrol,Hills,2,23,normal,0
Hyundai,Venue,2004,17703,1.5,Automatic,Petrol,Highway,1,2,rough,0
Suzuki,Alto,2013,110777,1.6,Automatic,Diesel,Hills,5,139,smooth,1
Tata,Nexon,2021,57560,1.3,Automatic,Petrol,Highway,2,117,rough,0
Kia,Sportage,2002,144518,1.9,Automatic,Diesel,Urban,1,141,rough,1
Kia,Seltos,2017,39003,1.2,Automatic,Petrol,Urban,2,334,rough,1
Tata,Altroz,2008,100687,1.6,Manual,Petrol,Urban,3,380,normal,1
Suzuki,Baleno,2003,89901,1.6,Automatic,Petrol,Hills,2,585,normal,1
Mahindra,XUV300,2012,183619,2.3,Automatic,Diesel,Highway,5,363,normal,1
Hyundai,Venue,2021,144118,1.5,Manual,Diesel,Urban,5,574,rough,1
Suzuki,Alto,2007,107653,0.9,Automatic,Petrol,Urban,3,89,normal,0
Hyundai,Creta,2005,9162,1.5,Automatic,Diesel,Hills,2,93,rough,1
Hyundai,Venue,2020,113580,1.8,Manual,Petrol,Highway,5,20,rough,0
Mahindra,Scorpio,2018,22676,2.3,Automatic,Diesel,Hills,3,540,normal,1
Hyundai,Venue,2012,147942,1.4,Automatic,Petrol,Hills,1,274,normal,1
Kia,Seltos,2009,188366,1.7,Automatic,Diesel,Urban,2,372,normal,1
Hyundai,i20,2017,11969,2.1,Automatic,Diesel,Highway,3,583,rough,1
Hyundai,i10,2018,96055,1.3,Manual,Diesel,Highway,4,271,normal,0
Kia,Sonet,2011,7014,1.7,Manual,Petrol,Hills,1,559,smooth,1
Kia,Sonet,2013,125308,0.9,Manual,Petrol,Urban,1,588,rough,1
Tata,Altroz,2005,5661,1.3,Manual,Petrol,Hills,2,250,rough,1
Mahindra,Scorpio,1999,137229,2.3,Automatic,Diesel,Hills,4,296,smooth,1
Tata,Nexon,2015,119779,1.8,Automatic,Petrol,Urban,2,154,normal,0
Tata,Nexon,2015,10645,2.2,Automatic,Petrol,Urban,2,593,normal,1
Toyota,Yaris,2013,98608,2.3,Automatic,Diesel,Highway,1,530,normal,1
Tata,Nexon,2000,73009,1.9,Manual,Diesel,Urban,2,540,normal,1
Tata,Altroz,2008,97564,1.3,Manual,Diesel,Urban,5,418,smooth,1
Kia,Seltos,2016,37064,1.3,Manual,Petrol,Hills,1,460,rough,1
Tata,Nexon,2011,41557,0.9,Manual,Diesel,Urban,1,490,rough,1
Hyundai,Venue,2014,66076,1.0,Automatic,Diesel,Hills,2,141,normal,0
Tata,Nexon,2010,74520,1.9,Automatic,Diesel,Highway,3,10,rough,0
Mahindra,XUV300,2022,159975,2.1,Automatic,Petrol,Urban,3,536,normal,0
Toyota,Corolla,2014,120180,1.8,Manual,Petrol,Hills,2,417,smooth,1
Kia,Sonet,2023,21936,2.4,Automatic,Diesel,Urban,5,458,rough,1
Hyundai,Creta,2004,137813,1.0,Automatic,Diesel,Hills,4,525,rough,1
Suzuki,Baleno,2010,106541,1.5,Automatic,Petrol,Urban,5,420,normal,0
Kia,Sonet,2009,165181,1.5,Manual,Petrol,Hills,1,537,rough,1
Toyota,Hilux,2007,146209,1.6,Manual,Diesel,Highway,1,454,rough,1
Hyundai,i20,2004,150577,1.7,Manual,Petrol,Highway,3,88,rough,0
Kia,Sonet,2012,163805,2.3,Automatic,Diesel,Urban,1,345,smooth,1
Mahindra,XUV300,2005,183177,1.8,Automatic,Petrol,Urban,3,117,smooth,0
Tata,Altroz,2009,9440,1.0,Automatic,Petrol,Highway,3,280,normal,0
Suzuki,Alto,2002,31972,1.3,Automatic,Diesel,Highway,2,514,smooth,1
Hyundai,i20,2011,128679,2.2,Automatic,Diesel,Highway,1,243,smooth,1
Tata,Tiago,2012,137928,2.1,Automatic,Diesel,Highway,3,503,normal,1
Hyundai,i20,2003,44392,1.5,Manual,Petrol,Urban,1,148,normal,0
Tata,Altroz,2013,147656,2.2,Manual,Petrol,Highway,1,407,normal,1
